Gen	t_n15	t_n16	t_n17	t_n18	t_n19	t_n20	t_n21	t_n22	t_n23	t_n24	t_n25	t_n26	t_n27	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
1090	1.2890335	0.9085458	0.7766896	0.4810062	0.4010372	0.3196194	0.7633917	0.3560317	0.2367648	0.2115028	0.0793808	0.0728136	0.2309535	0.0351625	0.0219409	0.1031130	0.3487369	0.2613197	0.3303049	-155948.838
1100	1.2607710	0.8922491	0.7470009	0.4641276	0.3940445	0.3185465	0.7816078	0.3704434	0.2367648	0.2225081	0.0879055	0.0748010	0.2234559	0.0362832	0.0300197	0.1169007	0.4901327	0.4850399	0.3055817	-155973.422
1110	1.2755387	0.9008182	0.7183605	0.5047256	0.3964887	0.3100568	0.7777462	0.3490279	0.2328088	0.2131044	0.0860853	0.0728839	0.2259183	0.0362832	0.0267228	0.1569882	0.3284041	0.7119613	0.3452010	-155968.320
1120	1.2686281	0.8860550	0.7250920	0.4901001	0.4080410	0.2969353	0.8070487	0.3564251	0.2340786	0.2166238	0.0843713	0.0750755	0.2265894	0.0303057	0.0240215	0.1284619	0.3373316	0.4605452	0.2286436	-155959.153
1130	1.2554050	0.8907345	0.7360549	0.4901622	0.3976506	0.3223087	0.8204596	0.3410391	0.2287414	0.2044683	0.0809499	0.0680560	0.2210011	0.0264480	0.0265920	0.1453862	0.2740939	0.6757972	0.5517447	-155954.775
1140	1.2741755	0.8922508	0.7439962	0.4904162	0.3959301	0.3223087	0.8204596	0.3417329	0.2275934	0.2062076	0.0777551	0.0622459	0.2200129	0.0526900	0.0218833	0.1596049	0.4523568	0.3999162	0.3557348	-155966.639
1150	1.2580914	0.9303395	0.7857959	0.4904162	0.3838494	0.3223087	0.8401889	0.3398444	0.2302141	0.2064527	0.0890472	0.0660541	0.2269395	0.0359195	0.0212184	0.1612762	0.5346718	0.3553253	0.3443285	-155954.848
1160	1.2488203	0.9166881	0.8036229	0.5361503	0.4038009	0.3414787	0.8327468	0.3233292	0.2422025	0.2194188	0.0784758	0.0680089	0.2304716	0.0327499	0.0214860	0.1495945	0.3006616	0.3887459	0.3443285	-155949.352
1170	1.2350332	0.9516722	0.8316079	0.5826857	0.4302953	0.3414787	0.8269449	0.3342597	0.2378047	0.2236011	0.0672047	0.0611443	0.2237756	0.0357854	0.0200975	0.1352401	0.4178913	0.2607662	0.4317077	-155966.170
1180	1.2189244	0.9309337	0.7936206	0.5859150	0.4528599	0.3484233	0.8149254	0.3381905	0.2378047	0.2205124	0.0665709	0.0615658	0.2264400	0.0337170	0.0200975	0.1600218	0.3647919	0.3726495	0.4317077	-155952.716
1190	1.2250791	0.9333151	0.8304267	0.5849966	0.4488814	0.3755770	0.8299032	0.3305304	0.2351442	0.2102914	0.0733973	0.0685354	0.2305435	0.0296981	0.0163666	0.1280015	0.3647919	0.2727869	0.3909107	-155961.275
1200	1.2491118	0.9175134	0.8212421	0.6087938	0.4592491	0.4020184	0.8511552	0.3239949	0.2373906	0.2171958	0.0779811	0.0711098	0.2293142	0.0296981	0.0242391	0.1481504	0.3263726	0.3720397	0.4293749	-155956.034
1210	1.2389604	0.9015619	0.8001212	0.6050327	0.4864048	0.3910437	0.8387948	0.3349850	0.2346329	0.2160260	0.0793623	0.0740743	0.2304011	0.0296981	0.0170517	0.1448808	0.3263726	0.2506660	0.3990749	-155952.288
1220	1.2462210	0.9002469	0.7954828	0.6157642	0.4733436	0.3809704	0.8424545	0.3417711	0.2275161	0.2031614	0.0804766	0.0740743	0.2224599	0.0296981	0.0255856	0.1380498	0.5632599	0.4839359	0.3990749	-155953.589
1230	1.2273664	0.9032918	0.8015829	0.6497424	0.5163644	0.3975458	0.8244871	0.3382431	0.2285038	0.1794272	0.0760410	0.0728251	0.2246908	0.0335532	0.0176592	0.1498239	0.5000725	0.3463963	0.5134546	-155969.886
1240	1.2176074	0.8906876	0.8044188	0.6661802	0.5004140	0.4103775	0.8244871	0.3244885	0.2291297	0.1667241	0.0752678	0.0735218	0.2230650	0.0333483	0.0243963	0.1534899	0.2331052	0.3943549	0.4314006	-155955.417
1250	1.2277111	0.9030603	0.7692569	0.6209777	0.5121922	0.4103775	0.8244871	0.3308424	0.2278769	0.1944013	0.0855209	0.0789717	0.2223378	0.0354808	0.0217791	0.1451361	0.3795943	0.3945563	0.2933864	-155949.307
1260	1.2277111	0.8888605	0.7371341	0.6352005	0.5166842	0.3815778	0.8365579	0.3296513	0.2330012	0.1887284	0.0855209	0.0816086	0.2223378	0.0283852	0.0247161	0.1839197	0.2395350	0.3141136	0.8238920	-155949.349
1270	1.2277111	0.8835989	0.7038896	0.6034034	0.5363979	0.3994658	0.8484599	0.3393521	0.2256204	0.1767637	0.0876377	0.0808821	0.2171943	0.0330688	0.0197489	0.1389862	0.4260302	0.3084799	0.3300122	-155950.453
1280	1.2659511	0.9055400	0.6888498	0.6912997	0.5583103	0.3975176	0.8759921	0.3431515	0.2245631	0.1750357	0.0900690	0.0807682	0.2187125	0.0328385	0.0197489	0.1543811	0.5279511	0.2677454	0.4802104	-155948.340
1290	1.2561350	0.9098074	0.6866076	0.6679431	0.5823170	0.3676899	0.8935142	0.3511098	0.2274211	0.1841552	0.0884253	0.0839496	0.2225869	0.0297861	0.0188767	0.1342968	0.4475925	0.3022762	0.4915594	-155958.446
1300	1.2471998	0.8820048	0.6763444	0.6790178	0.5953956	0.3547957	0.8970007	0.3390326	0.2250183	0.1877683	0.0941183	0.0821772	0.2172395	0.0210711	0.0188767	0.1319256	0.2377248	0.2973220	0.3789523	-155968.532
1310	1.2640259	0.8990072	0.6914647	0.7026628	0.5936371	0.3275187	0.9143025	0.3590386	0.2266320	0.1941356	0.0942625	0.0856933	0.2071508	0.0321352	0.0141567	0.1255837	0.4814079	0.4750422	0.3401886	-155965.248
1320	1.2573558	0.9115246	0.6856409	0.7129452	0.5896733	0.3184333	0.8845054	0.3643955	0.2194074	0.1926113	0.0930533	0.0787041	0.1930902	0.0342306	0.0166120	0.1215155	0.3649562	0.4301971	0.3806531	-155963.819
1330	1.2560784	0.9018708	0.7050646	0.6753562	0.5955340	0.2959559	0.8845054	0.3951395	0.2114362	0.1681681	0.1036232	0.0772977	0.1969754	0.0284721	0.0242703	0.1434563	0.4449292	0.3057874	0.4363287	-155957.533
1340	1.2489915	0.9120149	0.6968881	0.6753562	0.5769228	0.2680730	0.9032290	0.4063333	0.2063087	0.1810084	0.1110468	0.0905106	0.1892377	0.0285953	0.0240969	0.1333301	0.4449292	0.4163163	0.7193185	-155948.860
1350	1.2520919	0.9267610	0.6994686	0.6753562	0.5639112	0.2843476	0.8924290	0.3801773	0.2072536	0.1857762	0.1054339	0.0965781	0.1998442	0.0303597	0.0270100	0.1254071	0.3699921	0.4414188	0.5590901	-155954.721
1360	1.2351986	0.9082183	0.7211079	0.6367438	0.5222624	0.2938465	0.8803122	0.3907986	0.2078930	0.1843218	0.1004583	0.0923133	0.2037647	0.0307842	0.0233167	0.1466928	0.6138507	0.3899107	0.4755434	-155960.087
1370	1.2832662	0.9126493	0.6635981	0.6366138	0.5462474	0.3303992	0.9030131	0.3830352	0.2063687	0.1854275	0.1027978	0.0875601	0.2023291	0.0277801	0.0181210	0.1314745	0.5623858	0.4496388	0.4971286	-155962.353
1380	1.2832662	0.9061993	0.6806784	0.6173305	0.5279758	0.3425870	0.9030131	0.3794467	0.2069302	0.1749480	0.1027978	0.0988880	0.1966121	0.0284570	0.0165695	0.1168506	0.3623613	0.2878975	0.4208051	-155960.452
1390	1.3074694	0.9178286	0.6695163	0.6076443	0.5131032	0.3498840	0.9030131	0.3653114	0.2013881	0.1811348	0.1043341	0.0992741	0.1966121	0.0286180	0.0226989	0.1119639	0.2971151	0.3177088	0.4236550	-155951.746
1400	1.3074694	0.9039233	0.6731548	0.5870800	0.5233408	0.3137944	0.9030131	0.3637629	0.2117321	0.1946618	0.1051813	0.0949832	0.2030979	0.0316903	0.0165064	0.1344618	0.4895790	0.2973759	0.3545652	-155966.929
1410	1.3074694	0.9191306	0.6943704	0.5870800	0.5233408	0.3377428	0.8832526	0.3886551	0.2172209	0.2019345	0.1013736	0.0875650	0.2100219	0.0286247	0.0174358	0.1297024	0.2995854	0.4144301	0.2274056	-155960.638
1420	1.3074694	0.9141191	0.6921980	0.5870800	0.5033699	0.3431660	0.8865527	0.3858091	0.2172209	0.1938297	0.0959974	0.0846713	0.2133873	0.0286247	0.0164449	0.1098117	0.2995854	0.1437690	0.2713155	-155961.429
1430	1.3379276	0.9179000	0.7161888	0.5870800	0.5204236	0.3568620	0.8957480	0.3825800	0.2227363	0.1919639	0.1015024	0.0947709	0.2147413	0.0272700	0.0182983	0.1098117	0.2874983	0.4771015	0.3809556	-155956.823
1440	1.3433318	0.9346205	0.6954507	0.5639235	0.5184489	0.3713330	0.8957480	0.3789906	0.2221102	0.1978617	0.0981797	0.0922751	0.2136949	0.0350382	0.0151498	0.1094418	0.3942050	0.2780777	0.4003589	-155959.051
1450	1.3594044	0.9297734	0.6831150	0.5719905	0.5184489	0.3667348	0.8730395	0.3558596	0.2217228	0.2008117	0.0965168	0.0938714	0.2146001	0.0276947	0.0152947	0.1322278	0.3942050	0.4029861	0.5189822	-155961.536
1460	1.3544629	0.9273584	0.7128479	0.5719905	0.5184489	0.3619014	0.8902864	0.3629475	0.2217228	0.2083697	0.0893773	0.0824633	0.2157620	0.0299333	0.0172442	0.1495644	0.2807728	0.4085202	0.3856891	-155948.334
1470	1.3946629	0.9617702	0.7542573	0.6043274	0.5340880	0.3748845	0.8943541	0.3448456	0.2217228	0.1950076	0.0948645	0.0848276	0.2162436	0.0258562	0.0170768	0.1413717	0.2807728	0.4469087	0.3856891	-155960.420
1480	1.3902943	0.9767184	0.7223367	0.6043018	0.5155353	0.2971439	0.9006095	0.3574457	0.2153473	0.1830900	0.1031823	0.0902712	0.2108399	0.0346304	0.0208052	0.1241637	0.4789372	0.5598204	0.3539232	-155962.697
1490	1.3477952	0.9739965	0.7814085	0.6395482	0.5290170	0.3340688	0.8905291	0.3545432	0.2203185	0.1862326	0.0998390	0.0830329	0.2163259	0.0330309	0.0218135	0.1278146	0.4388115	0.5751554	0.3875577	-155976.600
1500	1.3734888	0.9507164	0.8024679	0.7277648	0.5498009	0.3225470	0.9038005	0.3585948	0.2269577	0.1854296	0.0889494	0.0766610	0.2183300	0.0247537	0.0217776	0.1323565	0.3199357	0.3656664	0.2682904	-155954.725
1510	1.3866216	0.9631219	0.7799633	0.7522237	0.5948578	0.3290819	0.8982210	0.3475678	0.2202461	0.1919720	0.0883213	0.0797174	0.2112509	0.0266802	0.0150260	0.1307142	0.4195094	0.2846820	0.4137479	-155952.280
1520	1.3949109	0.9622788	0.7680126	0.7297111	0.6132452	0.3569299	0.8950294	0.3738531	0.2242737	0.1995444	0.0943113	0.0852430	0.2210552	0.0318071	0.0192302	0.1242907	0.6036357	0.3218962	0.3479199	-155972.417
1530	1.4043306	0.9336290	0.7804116	0.7298187	0.6218416	0.3458725	0.9086119	0.3876430	0.2325958	0.2134023	0.0954485	0.0852430	0.2274880	0.0285396	0.0152446	0.1166745	0.3194314	0.3491915	0.2987584	-155958.148
1540	1.3902369	0.9455953	0.7996419	0.7104505	0.6475680	0.3554470	0.8558447	0.3799383	0.2387091	0.2193673	0.0921189	0.0852430	0.2269934	0.0304919	0.0144895	0.1378757	0.4526504	0.3024284	0.3806024	-155970.075
1550	1.3817280	0.9336376	0.7923372	0.7104505	0.6564624	0.3663500	0.8354299	0.3685178	0.2335736	0.2163329	0.1038663	0.0864107	0.2202006	0.0269673	0.0144895	0.0986900	0.5600560	0.2650091	0.4209142	-155970.381
1560	1.3889582	0.9329906	0.7695245	0.7126207	0.6664033	0.4254936	0.8421324	0.3772417	0.2318215	0.2113448	0.0973962	0.0869087	0.2250895	0.0369971	0.0211575	0.1484169	0.3172215	0.4191538	0.2483668	-155955.775
1570	1.3726098	0.9440006	0.7893510	0.7126207	0.6664033	0.4608522	0.8325393	0.3383288	0.2385841	0.2004813	0.0974802	0.0837533	0.2252487	0.0284332	0.0260314	0.1444302	0.3947545	0.5336384	0.2497061	-155965.164
1580	1.3857748	0.9153261	0.7895967	0.7210894	0.6370477	0.4593884	0.8052928	0.3633658	0.2348632	0.1803411	0.0941195	0.0850008	0.2274314	0.0230655	0.0194889	0.1322118	0.5148058	0.4017453	0.2581817	-155955.045
1590	1.3402085	0.8935289	0.7378959	0.7180046	0.6116918	0.4532814	0.7704492	0.3575698	0.2334358	0.1767993	0.0884566	0.0850008	0.2271115	0.0332922	0.0202204	0.1322118	0.3160502	0.3891897	0.3618036	-155953.089
1600	1.3200855	0.8956606	0.7650166	0.7423937	0.5890059	0.4329007	0.7423089	0.3590204	0.2254741	0.1943149	0.0981525	0.0850008	0.2175250	0.0283161	0.0192604	0.1520401	0.2415537	0.2400576	0.3915451	-155953.437
1610	1.3454857	0.9172381	0.7793620	0.7446280	0.5673126	0.4439453	0.7363090	0.3642653	0.2308872	0.1931373	0.0884018	0.0706505	0.2242829	0.0283161	0.0231656	0.1548881	0.4023013	0.4418062	0.3418594	-155960.925
1620	1.3693618	0.9030796	0.7658810	0.7363241	0.6004338	0.4423089	0.7489501	0.4006994	0.2301160	0.1928299	0.0857121	0.0705922	0.2263771	0.0251845	0.0139583	0.1292936	0.3073125	0.2878141	0.3749207	-155954.860
1630	1.3358756	0.8865206	0.7633242	0.7875311	0.6220365	0.4279540	0.7354616	0.3611786	0.2296609	0.2033177	0.0955899	0.0757209	0.2163317	0.0326902	0.0180554	0.1651708	0.4514942	0.4239402	0.5350501	-155954.635
1640	1.3416449	0.8999430	0.7654947	0.7550431	0.6251099	0.4277368	0.7387024	0.3566659	0.2285841	0.2133826	0.0885540	0.0790794	0.2152170	0.0235896	0.0144771	0.1543835	0.2826635	0.2163151	0.6260229	-155960.963
1650	1.3328387	0.8859774	0.7581108	0.7958142	0.5815929	0.4338880	0.7429745	0.3620045	0.2409125	0.2255693	0.0869027	0.0790794	0.2326406	0.0261348	0.0238097	0.1502379	0.3117498	0.3384570	0.4124125	-155959.992
1660	1.3528428	0.9172002	0.7541428	0.7958142	0.5755457	0.4584923	0.7363880	0.3670108	0.2393506	0.2148652	0.0925039	0.0875413	0.2349214	0.0264602	0.0197626	0.1152590	0.4136424	0.4162678	0.3162231	-155964.407
1670	1.3381307	0.8910509	0.7238871	0.7958142	0.5632799	0.4089057	0.7244254	0.3857561	0.2381687	0.2057765	0.0867506	0.0717855	0.2296369	0.0264602	0.0157329	0.1212330	0.5314108	0.2572636	0.3162231	-155952.111
1680	1.3339515	0.8984811	0.7200854	0.8210561	0.5714103	0.4494335	0.7157261	0.3769590	0.2381687	0.2161215	0.0824786	0.0648833	0.2321967	0.0283766	0.0178195	0.1253466	0.2845248	0.3372558	0.2693933	-155966.077
1690	1.3264484	0.9064344	0.7635782	0.8067719	0.5693530	0.4405595	0.7042221	0.3641761	0.2431488	0.2172185	0.0714352	0.0578326	0.2369666	0.0240009	0.0211238	0.1253466	0.5183758	0.5354149	0.3097877	-155961.450
1700	1.3388563	0.8987699	0.7873787	0.7746024	0.5592059	0.4676212	0.6835772	0.3504364	0.2423553	0.2282672	0.0741865	0.0615399	0.2345733	0.0323045	0.0180144	0.1253466	0.2951551	0.6709005	0.2826657	-155962.972
1710	1.3720901	0.9254841	0.8029501	0.8306982	0.5457352	0.4719602	0.6945553	0.3718347	0.2387682	0.2219320	0.0714045	0.0622830	0.2345733	0.0370251	0.0178894	0.1793512	0.3975057	0.4818591	0.5813787	-155956.984
1720	1.3820388	0.9412299	0.7920206	0.8471515	0.5561614	0.4966118	0.7068947	0.3658184	0.2348945	0.2157404	0.0748337	0.0664022	0.2307554	0.0457161	0.0191370	0.1774461	0.7536182	0.2566819	0.7184535	-155962.995
1730	1.3982247	0.9554446	0.7954401	0.8660141	0.5649632	0.4966118	0.6999881	0.3698686	0.2336737	0.2040556	0.0697674	0.0635523	0.2221188	0.0270182	0.0146807	0.1117937	0.3655099	0.3139087	0.2966092	-155958.029
1740	1.3570236	0.9299966	0.7944064	0.9009281	0.5649632	0.4966118	0.6954676	0.3829686	0.2237997	0.1999135	0.0709923	0.0667433	0.2221188	0.0349764	0.0194843	0.1410800	0.5832006	0.2659207	0.3999216	-155961.858
1750	1.3618838	0.9230432	0.7594944	0.9031709	0.5913337	0.5029558	0.6856848	0.3928415	0.2260948	0.2002925	0.0751557	0.0719725	0.2119681	0.0345105	0.0187583	0.1521677	0.4174857	0.3058129	0.5244872	-155955.851
1760	1.3241772	0.9311541	0.7915509	0.9021309	0.5992564	0.5029558	0.6996204	0.4019325	0.2164144	0.1937121	0.0745118	0.0679703	0.2123710	0.0434023	0.0164963	0.1539820	0.3580564	0.1827404	0.5289882	-155964.289
1770	1.3402779	0.9311541	0.8086044	0.9021309	0.5874695	0.4744667	0.7391718	0.3892074	0.2137025	0.1867185	0.0778513	0.0719142	0.2093115	0.0342825	0.0153573	0.1633791	0.3279524	0.3324857	0.5191855	-155961.546
1780	1.3426100	0.9311541	0.7872350	0.9021309	0.5791699	0.4663394	0.7246317	0.3464671	0.2137025	0.1896577	0.0776317	0.0751832	0.2083622	0.0342834	0.0189789	0.1840450	0.5844210	0.4445202	0.4161240	-155963.109
1790	1.3767231	0.9423690	0.8052020	0.9021309	0.5634680	0.4436696	0.7302187	0.3409608	0.2118519	0.1907568	0.0810329	0.0748862	0.2077974	0.0253483	0.0189789	0.1402437	0.4946380	0.3030555	0.4714298	-155971.126
1800	1.3784942	0.9568237	0.7756547	0.9021309	0.5688459	0.4447121	0.7338399	0.3814559	0.2295616	0.1877947	0.0810329	0.0724223	0.2067087	0.0289278	0.0209858	0.1243112	0.3456606	0.6471831	0.4539541	-155951.035
1810	1.3515457	0.9405963	0.7615350	0.9021309	0.5892257	0.4571064	0.7468076	0.3987048	0.2193745	0.1958277	0.0859155	0.0692640	0.2068865	0.0275349	0.0174558	0.1243112	0.2309680	0.7144621	0.3468523	-155961.136
1820	1.3565603	0.9405963	0.7521820	0.9021309	0.6191278	0.4536884	0.7590359	0.3974923	0.2346239	0.2129359	0.0782233	0.0698596	0.2257925	0.0309267	0.0198673	0.2383758	0.5593492	0.4864520	0.8763521	-155971.959
1830	1.3733393	0.9485745	0.7482404	0.9021309	0.6041529	0.4359959	0.7132873	0.3791353	0.2514498	0.2142944	0.0768812	0.0713741	0.2402903	0.0354381	0.0214848	0.1234848	0.3900064	0.6915517	0.3403040	-155968.374
1840	1.3876485	0.9575827	0.7325657	0.9021309	0.6055908	0.4459231	0.7257108	0.3931807	0.2608287	0.2250198	0.0836431	0.0743509	0.2552428	0.0237755	0.0171314	0.1234848	0.3973972	0.4177286	0.4883301	-155969.968
1850	1.3804126	0.9549711	0.7601019	0.9021309	0.5972679	0.4241336	0.7373817	0.3846849	0.2696406	0.2384244	0.0828938	0.0732374	0.2602079	0.0237755	0.0169262	0.1048083	0.5147744	0.3689329	0.4936021	-155957.857
1860	1.3707406	0.9286729	0.7472128	0.8481149	0.6161369	0.3850243	0.7583287	0.3869191	0.2779995	0.2490333	0.0872135	0.0787594	0.2650731	0.0260527	0.0169366	0.1361116	0.3795688	0.2897921	0.4769976	-155965.489
1870	1.3861056	0.9146842	0.7770784	0.8481149	0.6719689	0.3720437	0.7416158	0.3749025	0.2666200	0.2453398	0.0903706	0.0825658	0.2579904	0.0260527	0.0115208	0.0960317	0.2451915	0.4523073	0.4908555	-155957.309
1880	1.3613044	0.9182854	0.7347941	0.8746343	0.6500667	0.3915966	0.7276291	0.3840721	0.2650371	0.2294947	0.0929700	0.0809956	0.2481571	0.0227197	0.0169094	0.1301649	0.3635086	0.4967022	0.3954968	-155970.227
1890	1.3569885	0.9077392	0.7685955	0.8673855	0.6281091	0.3632740	0.7252589	0.3880759	0.2605678	0.2249603	0.0825662	0.0645729	0.2481571	0.0256217	0.0185448	0.1849579	0.3635086	0.2402484	0.6291776	-155959.095
1900	1.3498861	0.8993465	0.7505576	0.8673855	0.6434147	0.3603180	0.7601598	0.3644289	0.2554318	0.2140034	0.0823482	0.0712420	0.2480716	0.0278155	0.0164494	0.1391149	0.2711817	0.3603484	0.2680061	-155967.094
1910	1.3310328	0.8960351	0.7528574	0.8673855	0.6456966	0.3468027	0.7873289	0.3840862	0.2577459	0.2016625	0.0786561	0.0669734	0.2519873	0.0278155	0.0187030	0.1177146	0.2877575	0.4293773	0.4091540	-155958.917
1920	1.3857469	0.9022873	0.7525108	0.8673855	0.6639996	0.3404639	0.7892307	0.3994103	0.2598959	0.1961508	0.0850091	0.0744806	0.2474218	0.0247232	0.0130826	0.1312350	0.4941465	0.3033134	0.4326686	-155945.656
1930	1.3847437	0.9238037	0.7368489	0.8613356	0.6309306	0.3522247	0.8097995	0.4012099	0.2489296	0.1911555	0.0846933	0.0759861	0.2421249	0.0274278	0.0200634	0.1460693	0.3857510	0.5205037	0.4812349	-155967.687
1940	1.4008443	0.9308021	0.7770880	0.8613356	0.6419480	0.3936036	0.8149298	0.3915998	0.2453261	0.1969395	0.0815603	0.0740929	0.2402778	0.0274278	0.0144778	0.1155111	0.4254794	0.3223269	0.3514945	-155958.474
1950	1.4149755	0.9399659	0.7991262	0.8724928	0.6778994	0.4068138	0.8289858	0.3957371	0.2342293	0.2013032	0.0859500	0.0728396	0.2198713	0.0274227	0.0152327	0.1663921	0.2039847	0.2199503	0.6180487	-155953.910
1960	1.4085103	0.9471380	0.7646989	0.8435110	0.7145820	0.3766341	0.8121824	0.4030130	0.2267891	0.1987911	0.0799842	0.0662802	0.2181951	0.0315133	0.0179501	0.1080124	0.3186346	0.3735659	0.2094405	-155965.230
1970	1.3969477	0.9347731	0.7723113	0.8638024	0.7464236	0.4585751	0.7954094	0.3755941	0.2183467	0.1985002	0.0948467	0.0692239	0.2071792	0.0292766	0.0188493	0.1225923	0.3658579	0.1957249	0.2630708	-155959.615
1980	1.3805808	0.9423307	0.8021647	0.8590107	0.7669631	0.4713057	0.8136382	0.3620186	0.2263336	0.1956404	0.0853748	0.0778658	0.2121482	0.0292766	0.0170364	0.1651078	0.3658579	0.2068264	0.4518617	-155955.772
1990	1.3855211	0.9662230	0.8259925	0.8590107	0.7651703	0.4530225	0.8290867	0.3850116	0.2202619	0.1961497	0.0852531	0.0772293	0.2086584	0.0331304	0.0170364	0.1487339	0.6561764	0.4784423	0.3717044	-155957.228
2000	1.3991102	0.9523886	0.8131501	0.8791521	0.7812303	0.4416614	0.8534598	0.3942409	0.2212714	0.2090915	0.0763777	0.0704942	0.2081797	0.0294846	0.0168362	0.1336807	0.2218069	0.4770185	0.3717044	-155950.456
2010	1.4051999	0.9280199	0.7966568	0.8522172	0.7379961	0.4305415	0.9158642	0.3744706	0.2140048	0.1905318	0.0742878	0.0633932	0.2114462	0.0243429	0.0170855	0.1553461	0.3651631	0.5473556	0.4905486	-155964.314
2020	1.4114124	0.9338213	0.8108921	0.8247910	0.6870367	0.4308694	0.8983172	0.3846620	0.2150914	0.1918407	0.0668549	0.0592143	0.2101943	0.0373131	0.0164948	0.1266363	0.4130577	0.2324969	0.3543854	-155958.784
2030	1.4266096	0.9291268	0.8072185	0.8519489	0.7402124	0.4227128	0.8915427	0.4008842	0.2187984	0.1962596	0.0682497	0.0604451	0.2138265	0.0225368	0.0164948	0.1459351	0.1649106	0.3177607	0.3543854	-155952.844
2040	1.4375068	0.9276603	0.8014544	0.8519489	0.7215557	0.4111448	0.8749094	0.3892037	0.2187984	0.1888915	0.0706916	0.0656798	0.2128818	0.0256526	0.0197500	0.1258924	0.4307991	0.2881025	0.2896186	-155964.155
2050	1.4629589	0.9311541	0.7941197	0.8592042	0.7112137	0.4127256	0.8812085	0.3687872	0.2187984	0.1881330	0.0756662	0.0700769	0.2084923	0.0256526	0.0154606	0.1258924	0.2339752	0.2080913	0.2819902	-155954.522
2060	1.4138561	0.9156119	0.7854883	0.8455129	0.7143272	0.4092370	0.8646680	0.3647898	0.2268823	0.1959049	0.0701578	0.0622506	0.2080950	0.0298948	0.0134574	0.1296153	0.3093021	0.3194627	0.2880175	-155963.776
2070	1.4088937	0.9118976	0.7837952	0.8343231	0.6586415	0.4407136	0.8816207	0.3892554	0.2194617	0.1892388	0.0725707	0.0635448	0.2059670	0.0264926	0.0203942	0.1302614	0.3093021	0.3472799	0.2837142	-155956.486
2080	1.3751628	0.9163717	0.7863724	0.8343231	0.6727187	0.4817950	0.8686016	0.4038294	0.2088289	0.1816731	0.0618789	0.0526537	0.1998633	0.0315459	0.0182173	0.1575824	0.2575849	0.2378558	0.4332903	-155953.935
2090	1.3739024	0.9385918	0.7502024	0.8168008	0.6287811	0.4632163	0.8086284	0.3732904	0.2140736	0.1945221	0.0617747	0.0571715	0.2012464	0.0256066	0.0145261	0.1263535	0.3346031	0.3061220	0.3375224	-155957.731
2100	1.3840497	0.9171644	0.7537920	0.8165029	0.6061074	0.4502482	0.8209282	0.3803252	0.2173172	0.1961221	0.0592852	0.0489992	0.2045914	0.0315856	0.0192406	0.1327647	0.5111042	0.3610466	0.4037771	-155954.935
2110	1.3840497	0.9058622	0.7722256	0.7824155	0.6307372	0.4645553	0.8280213	0.3652719	0.2084902	0.1884083	0.0681940	0.0516204	0.2040707	0.0233291	0.0205049	0.1327647	0.2439301	0.2812188	0.3219222	-155954.465
2120	1.3989146	0.9211177	0.7887892	0.8012611	0.6241689	0.4586276	0.8316711	0.3661373	0.2125978	0.1852498	0.0590470	0.0500869	0.2048237	0.0415957	0.0205049	0.1079604	0.4795631	0.2373264	0.2757267	-155955.540
2130	1.4094858	0.9033120	0.7967227	0.8012611	0.6545593	0.5075103	0.8659500	0.3712893	0.2028631	0.1810036	0.0612472	0.0527092	0.1977311	0.0315732	0.0234291	0.1229193	0.4711735	0.3184016	0.2976500	-155959.214
2140	1.3828671	0.8995452	0.8255745	0.7637724	0.6362841	0.5186288	0.8617870	0.3660913	0.2047268	0.1890083	0.0637692	0.0594249	0.2023840	0.0305532	0.0166790	0.1603848	0.2325705	0.2783247	0.4184209	-155954.299
2150	1.4025366	0.8964172	0.8126969	0.7445408	0.6434239	0.4998630	0.8687775	0.3673134	0.2123669	0.1987432	0.0645941	0.0575952	0.2048587	0.0323941	0.0174953	0.1289704	0.2325705	0.2499569	0.2705307	-155957.198
2160	1.3775709	0.8899625	0.7964844	0.7445408	0.6556799	0.4904662	0.8657009	0.3622717	0.2148507	0.1923281	0.0620438	0.0531470	0.2088334	0.0323941	0.0249667	0.1525764	0.3486531	0.4098612	0.4080731	-155958.923
2170	1.3851981	0.8918055	0.7916891	0.7302641	0.6556799	0.5094880	0.8658279	0.3942554	0.2190835	0.2033389	0.0612550	0.0531470	0.2099020	0.0265312	0.0196995	0.1157208	0.1974417	0.1920801	0.3509901	-155950.050
