Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3
168630	0.7611110	0.1532276	0.0852703	0.0677529	0.0636517	0.0609742	0.0064574	0.0002794	0.0523176	0.1760732	0.1084289	0.0396615
168640	0.9316422	0.1489049	0.1054862	0.0782389	0.0012024	0.0494104	0.0075316	0.0002367	0.0516475	0.1957223	0.1969466	0.1510105
168650	0.9503222	0.1477717	0.1291156	0.0796876	0.0347802	0.0557706	0.0089910	0.0002447	0.0504023	0.4117428	0.2162141	0.0507750
168660	0.9503222	0.1287674	0.0664356	0.0634955	0.0347802	0.0793895	0.0114685	0.0002806	0.0489740	0.1592227	0.1534060	0.0398130
168670	0.6391054	0.1272129	0.1165022	0.0686082	0.0651144	0.0452079	0.0110688	0.0002881	0.0477996	0.2231486	0.0563480	0.0595788
168680	0.8221112	0.1412371	0.0891670	0.0795921	0.0012944	0.0980721	0.0099507	0.0002726	0.0448373	0.3676278	0.0192179	0.1191001
168690	0.4465437	0.1404601	0.0885040	0.0590121	0.0491173	0.1184537	0.0111226	0.0003026	0.0565862	0.1943522	0.0223596	0.0914972
168700	0.1981890	0.1392159	0.1327071	0.0731079	0.0390504	0.0776785	0.0112040	0.0002987	0.0477387	0.4189928	0.1724260	0.2029250
168710	0.2821249	0.1199676	0.1129288	0.0640265	0.0579193	0.0889901	0.0131908	0.0002546	0.0564517	0.1151613	0.0226396	0.0857047
168720	0.3968057	0.1408044	0.1067810	0.0686110	0.0495652	0.0859317	0.0156000	0.0002775	0.0545880	0.0923812	0.0203119	0.0857047
168730	0.2753181	0.1382455	0.1375745	0.0793669	0.0249344	0.0478484	0.0160310	0.0002805	0.0512706	0.1243617	0.0146511	0.0857047
168740	0.6790492	0.1204634	0.1203905	0.0637551	0.0153692	0.0115882	0.0151480	0.0003077	0.0490030	0.0522267	0.0410071	0.0043712
168750	0.3784839	0.1383107	0.1153832	0.0648072	0.0391411	0.0821703	0.0147724	0.0003801	0.0567035	0.0320040	0.1029051	0.0217570
168760	0.7360497	0.1568965	0.1566416	0.0693729	0.0178631	0.0634641	0.0153674	0.0003414	0.0561829	0.0040024	0.0244100	0.0182752
168770	0.3670788	0.1464341	0.0810488	0.0601546	0.0353694	0.1448353	0.0140573	0.0003396	0.0543184	0.0155311	0.0055970	0.0106164
168780	0.4083430	0.1442936	0.1202970	0.0684959	0.0602977	0.0668409	0.0142574	0.0003772	0.0509033	0.0033823	0.0109540	0.0023927
168790	0.3988912	0.1530832	0.1227769	0.0768666	0.0608573	0.0775825	0.0140996	0.0003934	0.0523579	0.0309968	0.0146829	0.0045294
168800	0.5648993	0.1261021	0.0880641	0.0702541	0.0115554	0.1086684	0.0133637	0.0004712	0.0524905	0.0309968	0.0192164	0.0185464
168810	0.9258564	0.1422732	0.1178708	0.0781429	0.0072672	0.0445458	0.0124877	0.0004868	0.0527093	0.0236909	0.0087684	0.0089824
168820	0.2563812	0.1421780	0.1284650	0.0718219	0.0654569	0.1340844	0.0138551	0.0004868	0.0488104	0.0290610	0.0021012	0.0064027
168830	0.8986880	0.1449158	0.1276487	0.0712448	0.0654569	0.1325424	0.0126357	0.0005150	0.0506013	0.0290610	0.0040521	0.0093510
168840	0.6293161	0.1446262	0.1039023	0.0725874	0.0142441	0.1325424	0.0140820	0.0005150	0.0506681	0.0034790	0.0038477	0.0034679
168850	0.5199732	0.1444984	0.1221980	0.0713508	0.0104374	0.0644621	0.0140820	0.0005150	0.0434172	0.0037449	0.0022283	0.0076707
168860	0.2717023	0.1526966	0.1342838	0.0728331	0.0127059	0.0511695	0.0140820	0.0005150	0.0452501	0.0085698	0.0066581	0.0005376
168870	0.4763862	0.1463296	0.0695519	0.0632857	0.0298922	0.0622133	0.0140820	0.0005220	0.0472340	0.0032745	0.0017517	0.0021885
168880	0.1978938	0.1501100	0.1433121	0.0688585	0.0298922	0.0997633	0.0140820	0.0005220	0.0482577	0.0060976	0.0022035	0.0075534
168890	0.9642648	0.1224028	0.0963910	0.0712382	0.0686920	0.0065440	0.0145653	0.0005220	0.0474057	0.0111572	0.0029450	0.0075683
168900	0.9642648	0.1349814	0.0844878	0.0648968	0.0108812	0.0986036	0.0142238	0.0005220	0.0458163	0.0080295	0.0018186	0.0162939
168910	0.8139757	0.1214122	0.0984391	0.0742686	0.0703289	0.1055901	0.0132685	0.0005220	0.0478448	0.0034598	0.0063915	0.0988794
168920	1.0264718	0.1448516	0.1008897	0.0704781	0.0703289	0.0086687	0.0125047	0.0005347	0.0531965	0.0056168	0.0059369	0.2341903
168930	0.8350458	0.1384548	0.1267090	0.0610460	0.0593075	0.0290330	0.0125047	0.0005347	0.0659066	0.0045475	0.0151976	0.2820142
168940	0.1432130	0.1396748	0.1359883	0.0763537	0.0593075	0.0006094	0.0118319	0.0005201	0.0850301	0.0139609	0.0374157	0.4175387
168950	0.6279606	0.1551785	0.1428170	0.0799482	0.0477798	0.1020169	0.0105953	0.0007067	0.0720156	0.0262378	0.0211857	0.1943641
168960	0.7195645	0.1570740	0.0799670	0.0672273	0.0575438	0.0123774	0.0118278	0.0007402	0.0720544	0.0371068	0.0262191	0.2939680
168970	0.7242604	0.1395524	0.1137711	0.0804940	0.0575438	0.1057367	0.0109405	0.0007965	0.0680039	0.0103586	0.0083311	0.0922606
168980	0.3497424	0.1417995	0.1172572	0.0662045	0.0230207	0.0948037	0.0114860	0.0007254	0.0678644	0.0129505	0.0071854	0.0864168
168990	0.2587274	0.1317841	0.1277084	0.0742604	0.0377836	0.0948037	0.0138931	0.0007674	0.0693692	0.0263709	0.0205947	0.0956717
169000	0.2454642	0.1317841	0.1156825	0.0782495	0.0294566	0.0763528	0.0166806	0.0007636	0.0541237	0.0431782	0.0516129	0.0956717
169010	0.4977643	0.1335053	0.1101095	0.0763543	0.0035431	0.0125723	0.0151076	0.0008097	0.0474413	0.0351264	0.0382625	0.1387948
169020	0.3452490	0.1432419	0.0900685	0.0685263	0.0013944	0.0808624	0.0134157	0.0009126	0.0600707	0.0759275	0.0541760	0.0544971
169030	0.6456182	0.1238698	0.1111755	0.0762604	0.0316970	0.0850457	0.0119215	0.0007573	0.0578511	0.1373879	0.0616883	0.0383122
169040	0.5759054	0.1593940	0.0923007	0.0673628	0.0013353	0.0844000	0.0123716	0.0008417	0.0551501	0.0423153	0.0474826	0.0552821
169050	0.6557760	0.1385651	0.0911567	0.0764554	0.0635976	0.0844000	0.0132770	0.0009871	0.0503329	0.0221712	0.0258164	0.2213251
169060	0.5360116	0.1333750	0.0887813	0.0659895	0.0307700	0.0594776	0.0132087	0.0010001	0.0493455	0.0373853	0.1258552	0.2604331
169070	0.4312793	0.1349880	0.1165028	0.0803279	0.0369766	0.0131813	0.0142231	0.0007939	0.0472468	0.0875744	0.1167491	0.1665069
169080	0.9973725	0.1189858	0.1034182	0.0769612	0.0431467	0.0759934	0.0165804	0.0007995	0.0529797	0.2229713	0.4660370	0.5633261
169090	0.5998748	0.1492389	0.1327772	0.0674503	0.0493984	0.0355706	0.0138302	0.0011096	0.0521696	0.1565922	0.2888936	0.1924471
169100	0.4833171	0.1603536	0.1317268	0.0662009	0.0503811	0.0684859	0.0146459	0.0010585	0.0511797	0.1256851	0.2597447	0.1713898
169110	0.8912420	0.1457947	0.1242555	0.0634695	0.0480785	0.0739155	0.0143487	0.0012896	0.0591375	0.2115859	0.2455429	0.5962274
169120	0.8912420	0.1399148	0.0891751	0.0803774	0.0052868	0.0970847	0.0164212	0.0014445	0.0564475	0.1855270	0.2056547	0.3731668
169130	0.8912420	0.1243819	0.0807949	0.0785675	0.0294049	0.0486401	0.0186038	0.0014260	0.0426127	0.0767680	0.1617655	0.3731668
169140	0.6961604	0.1423542	0.0648393	0.0600049	0.0199285	0.0663429	0.0173624	0.0014957	0.0421292	0.0802064	0.1453283	0.3550451
169150	0.4099571	0.1581146	0.0771869	0.0704022	0.0027567	0.0038898	0.0167902	0.0010207	0.0507344	0.0092615	0.1867458	0.1937460
169160	0.7244464	0.1531729	0.1400342	0.0738366	0.0362182	0.0027055	0.0189586	0.0011029	0.0464390	0.1277312	0.0393200	0.0915234
169170	0.7918139	0.1531729	0.1513957	0.0762831	0.0604101	0.0574790	0.0226926	0.0012416	0.0570904	0.0889284	0.0480571	0.3158286
169180	0.4558099	0.1272351	0.0899259	0.0662065	0.0237462	0.1126769	0.0186252	0.0012679	0.0554445	0.4216301	0.0565138	0.1285210
169190	0.2776985	0.1579533	0.1138994	0.0799878	0.0386333	0.1500730	0.0200168	0.0011906	0.0482418	0.2785383	0.3334661	0.0682385
169200	0.4921602	0.1579533	0.1274885	0.0662437	0.0386333	0.0225298	0.0186013	0.0019373	0.0511231	0.6517390	0.1474364	0.0647691
169210	0.5364607	0.1281216	0.0867035	0.0721696	0.0210079	0.0109019	0.0201158	0.0016171	0.0431638	0.1015062	0.0902039	0.0349762
169220	0.8815758	0.1243613	0.0837009	0.0780046	0.0615242	0.0063843	0.0258003	0.0025034	0.0442378	0.1314366	0.3363382	0.0176579
169230	0.3114458	0.1592387	0.1285619	0.0772359	0.0615242	0.1046722	0.0273927	0.0020693	0.0412739	0.0722446	0.3072171	0.1083234
169240	0.2872248	0.1529930	0.1150996	0.0802577	0.0005639	0.0863134	0.0305087	0.0016837	0.0441547	0.1703446	0.2879214	0.0656832
169250	0.6665330	0.1582388	0.0964306	0.0730272	0.0687098	0.0179568	0.0342980	0.0019781	0.0379700	0.1542857	0.0374430	0.0942738
169260	0.6333587	0.1586873	0.0997816	0.0643865	0.0475708	0.0538941	0.0290072	0.0019243	0.0359882	0.0925022	0.0598479	0.1368102
169270	0.6333587	0.1274255	0.0860108	0.0733752	0.0383964	0.0018009	0.0298137	0.0021146	0.0323177	0.1147328	0.0163724	0.0365470
169280	0.3779527	0.1601278	0.1297911	0.0728513	0.0318032	0.0850461	0.0359700	0.0027582	0.0345235	0.0809371	0.0455044	0.0308151
169290	0.5793097	0.1413412	0.1320423	0.0628264	0.0414087	0.0662630	0.0369945	0.0019974	0.0358942	0.0114331	0.0839766	0.0294431
169300	0.8272155	0.1218009	0.0741486	0.0711154	0.0414087	0.0673241	0.0361388	0.0020194	0.0380889	0.0051403	0.0268793	0.0053549
169310	0.3674464	0.1346474	0.0970125	0.0792518	0.0414087	0.1317326	0.0361388	0.0018417	0.0370692	0.0035100	0.0128081	0.0008858
169320	0.4763063	0.1346474	0.0833232	0.0603145	0.0449553	0.1317326	0.0340271	0.0023329	0.0359809	0.0478474	0.0873841	0.0038525
169330	0.9575547	0.1554105	0.0957189	0.0769983	0.0449553	0.0167702	0.0435473	0.0032319	0.0330842	0.0400008	0.0243618	0.0212376
169340	0.9575547	0.1243622	0.0738981	0.0689718	0.0029378	0.0931872	0.0438187	0.0026662	0.0315194	0.0092157	0.0508634	0.0607375
169350	0.9575547	0.1236835	0.1132821	0.0761194	0.0655300	0.1188231	0.0414324	0.0029306	0.0340374	0.0118956	0.0068089	0.0335183
169360	0.4966391	0.1496592	0.1435822	0.0709303	0.0228892	0.0025219	0.0416930	0.0026498	0.0313457	0.0401791	0.0108355	0.0564041
169370	0.7121207	0.1287293	0.0997389	0.0781516	0.0403100	0.0825006	0.0401585	0.0030104	0.0339707	0.0271468	0.0097418	0.0204535
169380	0.5188051	0.1199124	0.0700644	0.0609446	0.0092523	0.0342485	0.0380514	0.0026511	0.0264541	0.0242424	0.0300349	0.0491905
169390	0.8497186	0.1589841	0.0666984	0.0615417	0.0291006	0.0145992	0.0420108	0.0023185	0.0281946	0.0187051	0.0389359	0.0101587
169400	0.6199699	0.1492392	0.0893839	0.0670684	0.0350221	0.0864158	0.0494598	0.0023053	0.0312792	0.0070618	0.2073643	0.0199233
169410	0.1820428	0.1513426	0.0985881	0.0618346	0.0180100	0.1142808	0.0460451	0.0020816	0.0285145	0.0207799	0.0776297	0.0021969
169420	0.7471586	0.1583611	0.1333345	0.0749034	0.0386526	0.0981414	0.0466398	0.0024466	0.0282635	0.0168846	0.0237860	0.0033778
169430	0.5213484	0.1520032	0.1134616	0.0761852	0.0458013	0.0724912	0.0500029	0.0021256	0.0282635	0.0155818	0.0101523	0.0010836
169440	0.5528530	0.1436446	0.0990762	0.0724840	0.0114561	0.0181067	0.0627118	0.0022379	0.0282635	0.0284715	0.0096606	0.0010109
169450	0.1582856	0.1367629	0.1362327	0.0691087	0.0536559	0.0010744	0.0586844	0.0018693	0.0282861	0.0095908	0.0248392	0.0007945
169460	0.7864414	0.1543340	0.1100948	0.0718804	0.0218556	0.1462447	0.0586844	0.0023084	0.0285257	0.0286988	0.0205399	0.0007595
169470	0.4687984	0.1489924	0.1168170	0.0639108	0.0376710	0.0207756	0.0593077	0.0024735	0.0285257	0.0520988	0.0174775	0.0010503
169480	0.8150152	0.1590280	0.1271283	0.0624587	0.0234190	0.0802684	0.0595264	0.0023338	0.0278160	0.0397175	0.0096932	0.0010666
169490	0.8150152	0.1307011	0.1109974	0.0722611	0.0266176	0.0114286	0.0604546	0.0021164	0.0253639	0.0810221	0.0048291	0.0107890
169500	0.9025409	0.1463980	0.1453150	0.0735276	0.0511422	0.1403115	0.0636456	0.0020224	0.0264857	0.0159858	0.0122672	0.0019161
169510	0.9025409	0.1588175	0.0981811	0.0731689	0.0511422	0.0562255	0.0704554	0.0018820	0.0247920	0.0044300	0.0276264	0.0178674
169520	0.9025409	0.1535067	0.1436094	0.0797428	0.0237036	0.0254260	0.0704554	0.0017871	0.0252169	0.0021043	0.0652554	0.0036082
169530	0.2661434	0.1242085	0.1240471	0.0743447	0.0181691	0.0238079	0.0741049	0.0024997	0.0280728	0.0182944	0.0660335	0.0139227
169540	0.7575296	0.1462478	0.0807594	0.0716853	0.0498307	0.1273166	0.0708105	0.0025961	0.0243426	0.0252777	0.0374825	0.0591515
169550	0.3141598	0.1486146	0.1079843	0.0762047	0.0048311	0.0623396	0.0812508	0.0020864	0.0247713	0.0173046	0.0575555	0.1015814
169560	0.4182051	0.1267525	0.0784301	0.0666254	0.0513333	0.0237983	0.0645013	0.0022864	0.0217215	0.1148572	0.1481179	0.0739517
169570	0.8999989	0.1448806	0.1420597	0.0752106	0.0483201	0.0734038	0.0728733	0.0027642	0.0222800	0.1959954	0.0743811	0.0710695
169580	0.2634008	0.1286346	0.1049291	0.0608267	0.0483201	0.0833381	0.0779969	0.0030473	0.0227428	0.1832055	0.0573559	0.0902162
169590	0.5307019	0.1602649	0.1130935	0.0664135	0.0483201	0.0833381	0.0857227	0.0037039	0.0233380	0.2519209	0.0393170	0.0915097
169600	0.4305151	0.1557680	0.1286334	0.0680878	0.0210092	0.0614506	0.0741907	0.0033383	0.0185326	0.1247920	0.0571043	0.0591640
169610	0.5302319	0.1301531	0.0822231	0.0651222	0.0492968	0.0066559	0.0776961	0.0030314	0.0198434	0.0700944	0.0733235	0.0467197
169620	0.2483045	0.1497568	0.1256816	0.0728186	0.0492968	0.1308694	0.0716118	0.0037534	0.0189509	0.1512690	0.0172985	0.0116206
169630	0.5225386	0.1209864	0.1096540	0.0725794	0.0186420	0.1202282	0.0678544	0.0037415	0.0178068	0.2583218	0.0263842	0.0126462
169640	0.7286600	0.1225193	0.0868668	0.0734515	0.0389603	0.1202282	0.0673809	0.0034745	0.0165656	0.0280589	0.0311502	0.0071510
169650	0.9469307	0.1350911	0.1333414	0.0596946	0.0110884	0.0831073	0.0659821	0.0037584	0.0165656	0.0056973	0.0054111	0.0010966
169660	0.4115577	0.1507676	0.1383751	0.0705133	0.0206445	0.0987094	0.0575860	0.0039387	0.0172688	0.0061362	0.0105005	0.0022563
169670	0.6224317	0.1609846	0.1060351	0.0669365	0.0438794	0.0169944	0.0524641	0.0036917	0.0172688	0.0053254	0.0036940	0.0011521
169680	0.9607361	0.1433375	0.0888092	0.0638094	0.0136231	0.0635536	0.0548487	0.0038088	0.0172688	0.0053371	0.0049612	0.0007941
169690	0.5307265	0.1239124	0.0937114	0.0708006	0.0075097	0.0725246	0.0525861	0.0038040	0.0172688	0.0269301	0.0076900	0.0007953
169700	0.6763527	0.1385705	0.0836471	0.0621262	0.0587494	0.0052523	0.0521843	0.0032749	0.0178309	0.0041245	0.0055936	0.0023801
169710	0.6763527	0.1421688	0.1262467	0.0672837	0.0587494	0.1188256	0.0498837	0.0037485	0.0179817	0.0066950	0.0278695	0.0015009
169720	0.8368976	0.1487374	0.0981390	0.0764836	0.0071990	0.0622111	0.0510429	0.0043788	0.0190947	0.0128549	0.0348182	0.0020294
169730	0.4616160	0.1330702	0.1292986	0.0621314	0.0317402	0.0510923	0.0503148	0.0040987	0.0192786	0.0503791	0.0210671	0.0006346
169740	0.9575718	0.1410188	0.1048133	0.0792584	0.0475640	0.0635519	0.0510645	0.0042144	0.0192786	0.0081844	0.0145287	0.0003998
169750	0.9575718	0.1445146	0.0638125	0.0623977	0.0475640	0.0010280	0.0559740	0.0043968	0.0192786	0.0094670	0.0065566	0.0003704
169760	0.9575718	0.1480862	0.0845913	0.0652314	0.0475640	0.0287150	0.0504614	0.0043968	0.0191032	0.0074107	0.0058485	0.0008319
169770	0.5190239	0.1361910	0.1076084	0.0764515	0.0005115	0.0093870	0.0545896	0.0059326	0.0191032	0.0284186	0.0316264	0.0029599
169780	0.4119980	0.1489888	0.1223591	0.0769057	0.0528802	0.1216971	0.0647919	0.0052743	0.0226745	0.0064341	0.0448593	0.0065854
169790	0.3283749	0.1380725	0.1141686	0.0673994	0.0440173	0.1112186	0.0688594	0.0057123	0.0212015	0.0058425	0.0184779	0.0031763
169800	0.6794638	0.1408365	0.0799681	0.0664506	0.0586567	0.0757245	0.0672787	0.0059627	0.0217444	0.0389057	0.0453432	0.0019023
169810	0.6794638	0.1598329	0.1484251	0.0665385	0.0280699	0.1591553	0.0569926	0.0059587	0.0216313	0.1370334	0.0333367	0.0018947
169820	0.3892118	0.1598329	0.1355824	0.0719609	0.0476873	0.1591553	0.0541729	0.0053256	0.0206634	0.0337126	0.0962815	0.0096194
169830	0.3301188	0.1375158	0.0774847	0.0630495	0.0414800	0.0467232	0.0538761	0.0047778	0.0245653	0.0132973	0.0339688	0.0034751
169840	0.3788954	0.1450621	0.0879463	0.0686892	0.0612181	0.1202562	0.0530674	0.0052448	0.0237524	0.1708005	0.0150475	0.0076071
169850	0.2390166	0.1453472	0.1258322	0.0698197	0.0612181	0.1202562	0.0610694	0.0065152	0.0221053	0.0848814	0.0402247	0.0076071
169860	0.7688990	0.1558996	0.1118917	0.0767504	0.0514368	0.1391525	0.0576617	0.0075028	0.0239071	0.0352621	0.0651418	0.0079715
169870	0.5004249	0.1477691	0.1244790	0.0741399	0.0059526	0.0835049	0.0782464	0.0094099	0.0216052	0.0187529	0.1464433	0.0058272
169880	0.2096349	0.1424107	0.1164881	0.0699455	0.0021907	0.1184510	0.0743168	0.0074961	0.0207896	0.0459528	0.0619276	0.0012955
169890	0.4034829	0.1540844	0.1207159	0.0660782	0.0141636	0.0766188	0.0701145	0.0091058	0.0197737	0.2254790	0.1452900	0.0042177
169900	0.3860813	0.1490715	0.1146534	0.0815139	0.0573384	0.1358787	0.0690614	0.0093758	0.0169473	0.1672776	0.0777281	0.0052076
169910	0.4706463	0.1278035	0.0861177	0.0669895	0.0581715	0.0797693	0.0738214	0.0119638	0.0176251	0.1056497	0.0542507	0.0130548
169920	0.5271899	0.1242946	0.0661958	0.0643827	0.0449433	0.0293099	0.0672067	0.0138959	0.0178046	0.0878911	0.0486216	0.0230333
169930	0.4320873	0.1194376	0.1050239	0.0762296	0.0180013	0.0809990	0.0746614	0.0127613	0.0199849	0.0860415	0.0313420	0.0259516
169940	0.5556572	0.1256542	0.0967664	0.0665085	0.0094212	0.0958350	0.0872522	0.0106856	0.0198680	0.1852212	0.0175338	0.0141641
169950	0.4798674	0.1432418	0.0742030	0.0685929	0.0360221	0.1391891	0.0858792	0.0092776	0.0161529	0.0952674	0.0084034	0.0087394
169960	0.7497185	0.1321768	0.1128463	0.0713048	0.0360221	0.0269352	0.0813079	0.0102940	0.0160893	0.0841906	0.0278977	0.0042733
169970	0.3256403	0.1344460	0.1138082	0.0694748	0.0249825	0.0910448	0.0802529	0.0086295	0.0149264	0.1025275	0.0232456	0.0340991
169980	0.7887652	0.1571422	0.1303808	0.0609836	0.0523296	0.0882859	0.0839663	0.0077619	0.0167118	0.1472338	0.0367193	0.0873434
169990	0.2039845	0.1337172	0.1146332	0.0742715	0.0523296	0.0226245	0.0803507	0.0120607	0.0178550	0.0899276	0.0944149	0.0410040
170000	0.5540661	0.1529347	0.0989114	0.0624305	0.0300711	0.0822650	0.0892834	0.0117611	0.0181964	0.0593192	0.0953658	0.0726917
170010	0.3205523	0.1309211	0.0899841	0.0708488	0.0117307	0.1198654	0.0842040	0.0131075	0.0150928	0.0177672	0.3811790	0.0384994
170020	0.7694378	0.1541233	0.1450508	0.0691397	0.0536871	0.1230390	0.0930546	0.0117020	0.0175976	0.0477452	0.2431109	0.0384994
170030	0.7694378	0.1575934	0.0916928	0.0803673	0.0307860	0.0741779	0.0869857	0.0133765	0.0190349	0.0843779	0.1484802	0.0287183
170040	0.9631204	0.1329004	0.1018504	0.0662985	0.0354497	0.0576958	0.0886035	0.0095242	0.0186657	0.0941265	0.1743803	0.0628542
170050	0.4510028	0.1183807	0.0866146	0.0717728	0.0464543	0.0741854	0.1064208	0.0091930	0.0188252	0.1770235	0.0578049	0.0710702
170060	0.4782817	0.1311081	0.1072055	0.0721249	0.0091044	0.0994592	0.0955152	0.0087655	0.0164835	0.4191218	0.0817259	0.0972820
170070	0.3304193	0.1561595	0.0703630	0.0670827	0.0248043	0.0145807	0.1136681	0.0080880	0.0139758	0.4191218	0.1579501	0.1448217
170080	0.7820445	0.1405117	0.1178304	0.0723101	0.0344433	0.0551312	0.0855950	0.0074133	0.0147669	0.4191218	0.0502985	0.2578181
170090	0.7480630	0.1442735	0.1239261	0.0736644	0.0004289	0.0463464	0.0966766	0.0069535	0.0201351	0.3245543	0.0228766	0.1678951
170100	0.7408931	0.1488710	0.1186832	0.0742709	0.0572064	0.1426317	0.0915146	0.0075563	0.0236446	0.1045779	0.0305298	0.2215715
170110	0.1723123	0.1228694	0.1179921	0.0755547	0.0748783	0.1012305	0.0788869	0.0075450	0.0191477	0.0502525	0.0197858	0.0986495
170120	0.1787908	0.1347772	0.1211900	0.0755547	0.0446473	0.0842668	0.0727643	0.0086449	0.0196559	0.0025140	0.0079699	0.0416338
170130	0.9338461	0.1523802	0.1238374	0.0728016	0.0121334	0.0364764	0.0697396	0.0082442	0.0193948	0.0037250	0.0642455	0.0217873
170140	0.4881616	0.1269594	0.0715462	0.0656646	0.0142325	0.1026443	0.0708733	0.0095418	0.0161991	0.0066621	0.1184888	0.0095138
170150	0.4738877	0.1326823	0.0725146	0.0601163	0.0009432	0.0178843	0.0536362	0.0115933	0.0168553	0.0378700	0.0975010	0.0145592
170160	0.2481967	0.1533591	0.0806257	0.0800435	0.0660435	0.0083794	0.0557961	0.0135294	0.0180934	0.0435014	0.0645676	0.0098186
170170	0.9136346	0.1367967	0.0900282	0.0640884	0.0192884	0.0421400	0.0530111	0.0129674	0.0180026	0.0526522	0.0562428	0.0364324
170180	0.2906046	0.1312343	0.0961095	0.0769052	0.0474785	0.0339089	0.0452850	0.0117059	0.0190210	0.1299002	0.0779201	0.2106728
170190	0.4707756	0.1417986	0.1158262	0.0777981	0.0028504	0.1002970	0.0440226	0.0143824	0.0169008	0.2038897	0.2465907	0.4947848
170200	0.4263272	0.1436274	0.1205670	0.0624852	0.0521809	0.0435566	0.0411439	0.0110728	0.0167652	0.1050508	0.1995881	0.0971827
170210	0.5518906	0.1436274	0.0992434	0.0686555	0.0260501	0.0819433	0.0386132	0.0096754	0.0152247	0.1045893	0.1868228	0.1286590
170220	0.3139586	0.1422251	0.1405825	0.0711265	0.0659568	0.0138810	0.0373126	0.0083885	0.0161734	0.1519141	0.2446193	0.0800813
170230	0.6387709	0.1517404	0.0881660	0.0741617	0.0569154	0.0055716	0.0455882	0.0066458	0.0162473	0.2886715	0.0974398	0.0227593
170240	0.4731636	0.1249831	0.0772729	0.0713660	0.0522826	0.0225144	0.0514105	0.0069438	0.0157824	0.1532228	0.0431908	0.0025129
170250	0.1638281	0.1297195	0.0647912	0.0615675	0.0087658	0.1219503	0.0542686	0.0047396	0.0157824	0.1347163	0.0155230	0.0022272
170260	0.4893768	0.1265789	0.1173503	0.0742541	0.0034481	0.0536528	0.0552361	0.0053517	0.0157824	0.1459726	0.0707930	0.0013519
170270	0.6042044	0.1330957	0.0741044	0.0630374	0.0141498	0.0041693	0.0529520	0.0042583	0.0152893	0.0479550	0.1164984	0.0008548
170280	0.7387050	0.1374366	0.1130357	0.0806714	0.0283390	0.0935246	0.0641614	0.0043782	0.0152893	0.0504700	0.0759901	0.0004175
170290	0.8483979	0.1519258	0.0770290	0.0687169	0.0513726	0.0686401	0.0654575	0.0050086	0.0157518	0.0561301	0.0696663	0.0011556
170300	0.8483979	0.1322167	0.1026242	0.0800982	0.0383621	0.0686401	0.0680261	0.0053189	0.0157518	0.0283108	0.0289636	0.0014492
170310	0.7889861	0.1213487	0.0910801	0.0768403	0.0715178	0.0750252	0.0744300	0.0056986	0.0154840	0.0014145	0.0084814	0.0037232
170320	0.4513010	0.1333873	0.0646753	0.0640341	0.0262016	0.0077695	0.0744300	0.0053655	0.0146926	0.0013310	0.0047254	0.0057018
