Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3
166780	0.8632845	0.1359237	0.1028021	0.0670156	0.0520870	0.0388014	0.0072044	0.0004198	0.0237380	0.0578234	0.1641570	0.0397851
166790	0.8632845	0.1314621	0.1009772	0.0800333	0.0030775	0.0822771	0.0080327	0.0003523	0.0298720	0.1484464	0.0655735	0.0397851
166800	0.7599784	0.1189806	0.0972442	0.0652737	0.0192708	0.0609764	0.0068211	0.0004386	0.0360920	0.0688572	0.0276626	0.0379722
166810	0.4488918	0.1514973	0.1165904	0.0616550	0.0416418	0.0221470	0.0077402	0.0003956	0.0327697	0.0932360	0.1113751	0.0923145
166820	0.4218478	0.1195150	0.1106952	0.0788334	0.0393183	0.0700066	0.0070858	0.0002976	0.0364046	0.0424787	0.1634444	0.0738772
166830	0.5604830	0.1504879	0.0820522	0.0610947	0.0336049	0.0295521	0.0060210	0.0002933	0.0352864	0.1069127	0.3517375	0.1306784
166840	0.8629683	0.1445668	0.0859382	0.0610947	0.0169407	0.0749665	0.0056511	0.0002672	0.0413455	0.0152425	0.5446078	0.1092432
166850	0.3897029	0.1445668	0.0860820	0.0774922	0.0059669	0.0519646	0.0054122	0.0002764	0.0351439	0.0418781	0.1064069	0.1092432
166860	0.5958341	0.1173729	0.1018080	0.0783300	0.0662864	0.1043628	0.0061232	0.0003000	0.0395783	0.0794141	0.0158114	0.0227668
166870	0.6780250	0.1601461	0.1529166	0.0753680	0.0662864	0.1030387	0.0060352	0.0002706	0.0399351	0.0342636	0.0422282	0.0173575
166880	0.5029102	0.1327426	0.0738815	0.0705600	0.0662864	0.0622254	0.0062362	0.0002977	0.0345684	0.2773979	0.0534176	0.0178259
166890	0.3449092	0.1454527	0.1215191	0.0715918	0.0662864	0.0978461	0.0062311	0.0002718	0.0337868	0.2773979	0.0830472	0.0389533
166900	0.4473191	0.1363119	0.0817352	0.0767765	0.0662864	0.0978461	0.0085431	0.0002988	0.0357567	0.5833856	0.1863287	0.0167255
166910	0.7351937	0.1439703	0.1055223	0.0679303	0.0106849	0.0115257	0.0072664	0.0002094	0.0370648	0.2086867	0.2090511	0.0268447
166920	0.7351937	0.1288270	0.0822956	0.0747941	0.0452597	0.0597975	0.0089985	0.0002367	0.0342005	0.2861626	0.0552115	0.0576858
166930	0.2567727	0.1264880	0.0662393	0.0654905	0.0029998	0.0327998	0.0080492	0.0001736	0.0332410	0.3314504	0.2655941	0.0217563
166940	0.7673432	0.1385338	0.1286233	0.0644346	0.0189488	0.0749466	0.0079138	0.0001554	0.0324737	0.2169329	0.1212226	0.0273610
166950	0.3482455	0.1224042	0.1185062	0.0737327	0.0209477	0.0217926	0.0070362	0.0001304	0.0322780	0.1815040	0.7699861	0.0119354
166960	0.5084307	0.1371676	0.1183041	0.0727692	0.0337313	0.0186677	0.0078822	0.0001677	0.0287247	0.0972479	1.0284017	0.0095061
166970	0.4762648	0.1298169	0.1000424	0.0697992	0.0492860	0.1197795	0.0080984	0.0001637	0.0258427	0.1248156	0.2652844	0.0101988
166980	0.9823857	0.1482238	0.1325012	0.0776581	0.0158204	0.1197795	0.0083153	0.0001881	0.0274887	0.1351149	0.9025137	0.0131526
166990	0.1460723	0.1427183	0.1172563	0.0801633	0.0051187	0.1402226	0.0061798	0.0001687	0.0262917	0.0602904	0.1014536	0.0223954
167000	0.3972949	0.1458428	0.1091658	0.0776900	0.0418095	0.1402226	0.0056287	0.0001523	0.0275979	0.0342922	0.1011166	0.0182180
167010	0.9791643	0.1258184	0.1047136	0.0691798	0.0233031	0.0439181	0.0055890	0.0001264	0.0268134	0.0276539	0.0409170	0.0021467
167020	0.9791643	0.1271409	0.0841662	0.0766281	0.0033219	0.0150877	0.0056786	0.0001372	0.0275133	0.0193523	0.0179248	0.0029184
167030	0.5666886	0.1618784	0.1071321	0.0621210	0.0105122	0.0199176	0.0056482	0.0001372	0.0284640	0.0069976	0.0317209	0.0197696
167040	0.7818323	0.1276036	0.0943051	0.0706375	0.0255001	0.1136818	0.0057379	0.0001236	0.0274625	0.0126738	0.0082982	0.0104000
167050	0.2557044	0.1181315	0.1084116	0.0709691	0.0042797	0.1136818	0.0054491	0.0001181	0.0247073	0.0127955	0.0084596	0.0107391
167060	0.5622876	0.1546740	0.0955443	0.0619355	0.0000720	0.1136818	0.0059409	0.0001103	0.0256486	0.0083245	0.0090409	0.0058796
167070	0.8400271	0.1631611	0.1105300	0.0752443	0.0586549	0.1461492	0.0055259	0.0001118	0.0263002	0.0309897	0.0044670	0.0411874
167080	0.8400271	0.1583291	0.1218727	0.0788402	0.0214115	0.0763035	0.0055561	0.0001063	0.0253952	0.0216390	0.0054687	0.0210876
167090	0.4571608	0.1399782	0.1382613	0.0720352	0.0543812	0.0016332	0.0057861	0.0000981	0.0248596	0.0331784	0.0126769	0.0106075
167100	0.9669847	0.1274246	0.1056579	0.0642526	0.0101154	0.0142449	0.0054893	0.0000976	0.0241741	0.0338655	0.0429642	0.0401320
167110	0.5446033	0.1499453	0.0812208	0.0714461	0.0086042	0.0774223	0.0053025	0.0001082	0.0230298	0.0378219	0.0256146	0.0183746
167120	0.7376385	0.1557821	0.0893974	0.0624928	0.0354741	0.0869992	0.0049132	0.0001049	0.0239760	0.0162099	0.0387687	0.0564755
167130	0.2603566	0.1343767	0.1276474	0.0779682	0.0080728	0.1152567	0.0052270	0.0000794	0.0230329	0.0754118	0.0950401	0.0370224
167140	0.6883456	0.1360023	0.1097073	0.0664128	0.0358117	0.0893881	0.0048352	0.0000704	0.0215053	0.1287616	0.1681640	0.0335483
167150	0.9196343	0.1290243	0.0978393	0.0710070	0.0130984	0.0893881	0.0046950	0.0001217	0.0202478	0.0662881	0.1055931	0.0392704
167160	0.9196343	0.1557146	0.0779503	0.0714139	0.0541951	0.0760384	0.0050371	0.0002054	0.0238057	0.0602555	0.1831156	0.0882603
167170	0.3992070	0.1317621	0.1228917	0.0632475	0.0413848	0.0112395	0.0046579	0.0002323	0.0228956	0.0619951	0.1999675	0.0742357
167180	0.3438743	0.1592823	0.0663901	0.0615736	0.0069760	0.0556759	0.0044045	0.0002177	0.0186592	0.1107033	0.1361695	0.0700846
167190	0.1679349	0.1452546	0.1283310	0.0618273	0.0060729	0.0683500	0.0033012	0.0002319	0.0168239	0.0966906	0.1379296	0.1197264
167200	0.2450216	0.1197703	0.0856314	0.0800398	0.0070200	0.1004676	0.0033705	0.0002022	0.0185663	0.0520832	0.0476412	0.1420876
167210	0.3733424	0.1194485	0.0780114	0.0607810	0.0075899	0.0500796	0.0037087	0.0001852	0.0191181	0.1022296	0.1353693	0.1073583
167220	0.9075293	0.1535640	0.1307639	0.0781353	0.0079260	0.0845477	0.0035938	0.0002394	0.0182216	0.0725122	0.1725263	0.0503725
167230	0.7644181	0.1256947	0.1111906	0.0799824	0.0698627	0.0845477	0.0039882	0.0002405	0.0208037	0.0419167	0.1092972	0.0459484
167240	0.8339127	0.1300894	0.0669153	0.0658453	0.0513776	0.0662847	0.0035257	0.0002426	0.0194170	0.0397637	0.1033569	0.0459484
167250	0.7651694	0.1450022	0.1262992	0.0738367	0.0159554	0.1331241	0.0037472	0.0002794	0.0234795	0.0195911	0.1740186	0.0862855
167260	0.6634534	0.1446374	0.0886005	0.0768475	0.0222812	0.0220987	0.0036398	0.0002772	0.0276838	0.1928146	0.2944611	0.3147054
167270	0.1626756	0.1472230	0.1186416	0.0726120	0.0185008	0.1424447	0.0045301	0.0003358	0.0294991	0.1354089	0.2287797	0.2005374
167280	0.9263100	0.1279813	0.1246566	0.0678349	0.0315595	0.0087732	0.0040505	0.0002250	0.0245504	0.1804142	0.0569183	0.1223817
167290	0.5612883	0.1202484	0.0705478	0.0702748	0.0159642	0.0948122	0.0048757	0.0002137	0.0221390	0.3542989	0.0519736	0.2653752
167300	0.7321200	0.1518579	0.1269605	0.0690447	0.0126974	0.0451255	0.0045044	0.0001858	0.0254644	0.1620145	0.0366728	0.1126874
167310	0.3473588	0.1253015	0.1046975	0.0677423	0.0046401	0.0555970	0.0048525	0.0001775	0.0273668	0.2342570	0.0713814	0.1374585
167320	1.0161876	0.1253015	0.1013132	0.0706327	0.0345288	0.0864513	0.0071227	0.0001919	0.0256189	0.2739151	0.1891429	0.3820856
167330	0.3544255	0.1560652	0.1403906	0.0627974	0.0537748	0.0800673	0.0074854	0.0001163	0.0225813	0.1889997	0.0343591	0.2459130
167340	0.3899937	0.1579220	0.1221307	0.0690659	0.0006853	0.1009294	0.0066579	0.0000859	0.0220743	0.1861143	0.0888787	0.1750605
167350	0.5288910	0.1282182	0.1222427	0.0786080	0.0518447	0.1009294	0.0063124	0.0000897	0.0183584	0.1028201	0.1843991	0.1398186
167360	0.3662650	0.1295174	0.1282108	0.0771737	0.0197112	0.0960469	0.0056877	0.0000842	0.0219308	0.0491761	0.0922171	0.0224126
167370	0.6024980	0.1433371	0.1108506	0.0711274	0.0166876	0.0153163	0.0065691	0.0000866	0.0227351	0.0528867	0.1633359	0.0303595
167380	0.5169198	0.1313443	0.1265426	0.0652333	0.0040347	0.0326625	0.0063865	0.0000920	0.0217616	0.0085980	0.0723892	0.0068399
167390	0.8434911	0.1518736	0.0936602	0.0736657	0.0539773	0.0482163	0.0072072	0.0001017	0.0210683	0.0320696	0.1238659	0.0081028
167400	0.1908138	0.1266771	0.1207289	0.0602832	0.0235547	0.0593112	0.0067147	0.0001244	0.0206048	0.0058489	0.0843779	0.0522146
167410	0.5841346	0.1196270	0.0874892	0.0624010	0.0475728	0.0705674	0.0067147	0.0000976	0.0200607	0.0049634	0.0384514	0.0086895
167420	0.9263166	0.1271991	0.0857320	0.0748562	0.0032483	0.0374611	0.0065753	0.0000934	0.0203366	0.0017512	0.0171535	0.0182371
167430	0.6546568	0.1314084	0.1018101	0.0787190	0.0566332	0.0425680	0.0065753	0.0000952	0.0181478	0.0042348	0.0182400	0.0136931
167440	0.6546568	0.1563513	0.0818978	0.0670257	0.0408398	0.0255779	0.0069579	0.0001453	0.0187223	0.0066312	0.0127890	0.0530942
167450	0.3357290	0.1563513	0.1193238	0.0608713	0.0578658	0.1179610	0.0069278	0.0001483	0.0172910	0.0181530	0.0064828	0.0432025
167460	0.7858739	0.1338672	0.1236235	0.0599348	0.0578658	0.0049258	0.0070667	0.0001623	0.0178048	0.0295623	0.0311317	0.0034983
167470	0.7858739	0.1514976	0.1246713	0.0657779	0.0160029	0.1203899	0.0068941	0.0001343	0.0179010	0.0172924	0.1561110	0.0085295
167480	0.4054683	0.1568267	0.0963361	0.0741200	0.0382664	0.1203899	0.0073020	0.0001612	0.0172068	0.0174434	0.0387168	0.0079200
167490	0.7709522	0.1235411	0.0835370	0.0669909	0.0361212	0.1203899	0.0066574	0.0001625	0.0161740	0.0314842	0.0612607	0.0028669
167500	0.1523665	0.1318626	0.1029977	0.0718644	0.0388502	0.0338774	0.0073993	0.0001301	0.0161740	0.0187406	0.0445059	0.0014305
167510	0.1445620	0.1439154	0.0784743	0.0609852	0.0339887	0.0679437	0.0078393	0.0001246	0.0161740	0.0077000	0.0159120	0.0005508
167520	0.4236113	0.1233537	0.0858142	0.0774628	0.0582492	0.0389393	0.0082093	0.0001253	0.0163730	0.0173591	0.0627407	0.0031450
167530	0.8377765	0.1364090	0.1110972	0.0793054	0.0582492	0.0524336	0.0075493	0.0001185	0.0163234	0.0157964	0.0211299	0.0269713
167540	0.2971822	0.1400311	0.1107039	0.0743617	0.0582492	0.1260503	0.0081147	0.0001127	0.0172930	0.0027480	0.0360718	0.0506405
167550	0.2380677	0.1417629	0.1257156	0.0778625	0.0582492	0.0897845	0.0084971	0.0000997	0.0200955	0.0082444	0.0086102	0.0551142
167560	0.8390884	0.1417629	0.0990371	0.0773501	0.0055422	0.0897845	0.0083629	0.0000997	0.0226329	0.0052616	0.0097330	0.0279000
167570	0.8553106	0.1493387	0.1084906	0.0724317	0.0264484	0.0897845	0.0077434	0.0000916	0.0236255	0.0060563	0.0105183	0.0279000
167580	0.8553106	0.1411740	0.0991570	0.0781549	0.0284989	0.0708866	0.0076371	0.0000901	0.0211164	0.0030256	0.0183413	0.0831244
167590	0.8977805	0.1465181	0.0786120	0.0629431	0.0098321	0.0132264	0.0085716	0.0000726	0.0206321	0.0833540	0.0142622	0.2146266
167600	0.9543300	0.1254327	0.0970196	0.0680389	0.0037482	0.0045516	0.0072836	0.0000778	0.0176006	0.0269234	0.0131699	0.0870793
167610	0.5488265	0.1564196	0.1285318	0.0756996	0.0076282	0.0518911	0.0058345	0.0000955	0.0191999	0.0212129	0.0245675	0.2055344
167620	0.1531276	0.1418296	0.0950869	0.0749447	0.0701176	0.1279584	0.0053237	0.0001136	0.0149654	0.1430019	0.1176444	0.2055344
167630	0.9933749	0.1248192	0.1214724	0.0778702	0.0358013	0.1204761	0.0049463	0.0001699	0.0167770	0.2438701	0.4876338	0.1161752
167640	0.8436641	0.1295978	0.0911640	0.0647691	0.0532512	0.1204761	0.0046817	0.0001015	0.0146478	0.1521654	0.0903291	0.0575790
167650	0.2598694	0.1491021	0.1135304	0.0712659	0.0532512	0.0162536	0.0047915	0.0000889	0.0158445	0.0875692	0.0552302	0.0676158
167660	0.1736511	0.1216638	0.1112895	0.0789313	0.0030536	0.0228555	0.0057981	0.0000780	0.0135569	0.1310093	0.1700619	0.1406652
167670	0.3844430	0.1196884	0.0741779	0.0706571	0.0668123	0.0937391	0.0047403	0.0000882	0.0130958	0.0969073	0.0756323	0.0629104
167680	0.2755730	0.1319292	0.1226166	0.0696354	0.0668123	0.1061555	0.0048941	0.0000895	0.0137749	0.1021839	0.0491501	0.1003706
167690	1.0403546	0.1375506	0.0715632	0.0697091	0.0668123	0.1196066	0.0047215	0.0000920	0.0127581	0.4538082	0.0491501	0.2495588
167700	0.5102849	0.1420633	0.1338988	0.0772249	0.0035698	0.1196066	0.0050342	0.0000843	0.0108923	0.3186406	0.0134804	0.1189644
167710	0.5131356	0.1228231	0.1198922	0.0672776	0.0564241	0.0039957	0.0041616	0.0000866	0.0112695	0.0943606	0.0178218	0.0745194
167720	0.1619823	0.1488668	0.0962680	0.0773623	0.0421122	0.1079941	0.0037382	0.0000789	0.0127073	0.0279136	0.0226512	0.0712356
167730	0.7873141	0.1247422	0.1190142	0.0789000	0.0217939	0.1079941	0.0038362	0.0000734	0.0112408	0.0329839	0.0794566	0.0519531
167740	0.2122591	0.1353604	0.1065398	0.0741783	0.0377103	0.0516118	0.0039336	0.0000604	0.0115434	0.0119648	0.0232089	0.0084266
167750	0.5615545	0.1255508	0.0880459	0.0646121	0.0542031	0.0267931	0.0038161	0.0000663	0.0113588	0.0143874	0.0228408	0.0147054
167760	0.2274240	0.1258731	0.0831589	0.0787077	0.0429600	0.0985862	0.0041354	0.0000634	0.0107492	0.0115994	0.0321156	0.0045927
167770	0.4324728	0.1381440	0.0777152	0.0654712	0.0578468	0.0985862	0.0034236	0.0000561	0.0103633	0.0140822	0.1981642	0.0340071
167780	0.9574704	0.1405674	0.1037005	0.0764964	0.0265093	0.0178306	0.0032605	0.0000591	0.0102831	0.0296618	0.1487713	0.0025773
167790	0.9574704	0.1228961	0.0901087	0.0613448	0.0195816	0.0967862	0.0029951	0.0000362	0.0105533	0.0216935	0.1369376	0.0178286
167800	0.3056463	0.1232997	0.1001058	0.0625467	0.0127731	0.0967862	0.0028659	0.0000394	0.0115598	0.0374734	0.1114758	0.0234066
167810	0.7864065	0.1469684	0.1201344	0.0602337	0.0218941	0.0102491	0.0027845	0.0000398	0.0126689	0.0374734	0.0368358	0.0148097
167820	0.7940976	0.1439028	0.0644288	0.0633865	0.0112380	0.0621939	0.0028469	0.0000426	0.0118612	0.0623867	0.0709758	0.0139134
167830	0.3733891	0.1549165	0.0998837	0.0644215	0.0189754	0.1004907	0.0026833	0.0000475	0.0117008	0.1443192	0.0801002	0.0137233
167840	0.2717796	0.1375555	0.1089159	0.0599309	0.0217829	0.1004907	0.0023173	0.0000497	0.0113972	0.1022104	0.0100080	0.0311035
167850	0.5991755	0.1555861	0.0914085	0.0680995	0.0528347	0.1352426	0.0025663	0.0000566	0.0115408	0.0559399	0.0602691	0.0550840
167860	0.6111360	0.1404995	0.0809817	0.0774567	0.0398525	0.1352426	0.0027079	0.0000702	0.0117463	0.0292869	0.0539577	0.0295795
167870	0.2958988	0.1528103	0.0649446	0.0638114	0.0398525	0.0213444	0.0026751	0.0000705	0.0134282	0.0130635	0.0585920	0.0235155
167880	0.5792606	0.1420980	0.1050028	0.0634314	0.0225824	0.1300964	0.0028948	0.0000868	0.0106907	0.0677146	0.0676266	0.0426755
167890	0.5048483	0.1334741	0.1148475	0.0808679	0.0792215	0.0198993	0.0024661	0.0000738	0.0120730	0.1049598	0.0824438	0.0426755
167900	0.2079390	0.1316716	0.0702856	0.0688827	0.0022318	0.0737488	0.0033004	0.0000997	0.0138623	0.0230775	0.2476724	0.0553502
167910	0.8836877	0.1383130	0.0802727	0.0787872	0.0379736	0.0741394	0.0030926	0.0001206	0.0138892	0.0159156	0.2872553	0.1602036
167920	0.9471571	0.1331007	0.1285270	0.0636361	0.0003846	0.0741394	0.0033088	0.0001660	0.0140123	0.0032598	0.0688674	0.1040703
167930	0.7485060	0.1378601	0.0856891	0.0634372	0.0000639	0.0741394	0.0034899	0.0001294	0.0151490	0.0023482	0.0149462	0.0357547
167940	0.1410723	0.1342150	0.0853083	0.0717028	0.0045439	0.1339966	0.0034899	0.0001537	0.0162874	0.0023712	0.0164238	0.0126508
167950	0.7066291	0.1557512	0.1416119	0.0607572	0.0540682	0.1220858	0.0034246	0.0001523	0.0154572	0.0148321	0.0526980	0.0230462
167960	1.0034671	0.1312032	0.0807514	0.0751868	0.0212574	0.0652278	0.0036152	0.0001518	0.0162528	0.0236104	0.0878586	0.0379387
167970	0.7305475	0.1295794	0.0737291	0.0671760	0.0028539	0.0398558	0.0034868	0.0001690	0.0155201	0.0386435	0.0332599	0.0583381
167980	0.2872025	0.1429380	0.1148983	0.0631299	0.0247801	0.1168124	0.0035937	0.0001699	0.0157360	0.0084684	0.0565532	0.0197315
167990	0.4660943	0.1221181	0.1181138	0.0688202	0.0286467	0.0188899	0.0035133	0.0001643	0.0165734	0.0123720	0.0507192	0.0928184
168000	0.7436138	0.1440142	0.0968635	0.0774227	0.0234075	0.0371286	0.0036494	0.0001830	0.0199431	0.0473537	0.2223729	0.0841654
168010	0.7883955	0.1317171	0.1277354	0.0679372	0.0179978	0.1053488	0.0035121	0.0001565	0.0203219	0.1682745	0.3700534	0.2054988
168020	0.8600221	0.1385050	0.0996254	0.0770733	0.0756356	0.0970309	0.0033552	0.0001697	0.0220660	0.0571307	0.2128192	0.3227841
168030	0.7990089	0.1422641	0.1247803	0.0778589	0.0756356	0.0970942	0.0036244	0.0002168	0.0200462	0.0878780	0.1088440	0.1489340
168040	0.7990089	0.1482911	0.0837349	0.0728256	0.0231381	0.0342559	0.0045711	0.0002090	0.0217568	0.2968298	0.2498154	0.0724610
168050	0.7990089	0.1490855	0.1195227	0.0709148	0.0252078	0.0011072	0.0049328	0.0001781	0.0163875	0.2335566	0.4563591	0.1711736
168060	0.7990089	0.1258991	0.0687750	0.0599963	0.0069462	0.0427019	0.0032376	0.0001731	0.0170157	0.4072988	0.6148252	0.1565509
168070	0.1591727	0.1454954	0.0951200	0.0810916	0.0512263	0.1252036	0.0031995	0.0001956	0.0175388	0.0971773	0.2875822	0.1267766
168080	0.4267967	0.1421006	0.0751447	0.0745533	0.0684463	0.0294539	0.0031638	0.0001834	0.0148691	0.0757331	0.4217188	0.2210858
168090	0.6725882	0.1207480	0.0794051	0.0766103	0.0376511	0.0633367	0.0031216	0.0001136	0.0155057	0.0348255	0.2153971	0.1660845
168100	0.2310712	0.1455137	0.1449719	0.0756011	0.0218114	0.1363341	0.0026466	0.0001289	0.0163278	0.0403448	0.3030811	0.1087272
168110	0.7145098	0.1455137	0.0850479	0.0700424	0.0677255	0.1363341	0.0034016	0.0001111	0.0186842	0.1032290	0.4266090	0.1900779
168120	0.7842727	0.1358249	0.1125748	0.0765119	0.0677255	0.1298003	0.0038084	0.0001272	0.0225300	0.1446538	0.2320431	0.0959670
168130	0.1498223	0.1222335	0.0885089	0.0715948	0.0222737	0.0932625	0.0049849	0.0001171	0.0186639	0.1643629	0.0582322	0.0452703
168140	0.3279551	0.1272416	0.1119785	0.0744520	0.0123875	0.0932625	0.0041564	0.0001481	0.0173049	0.2775188	0.0939502	0.1459872
168150	0.8533785	0.1272416	0.1222161	0.0726348	0.0159588	0.0359043	0.0032052	0.0001269	0.0196875	0.1941778	0.2335380	0.1305769
168160	0.3233449	0.1517667	0.1141816	0.0734535	0.0272597	0.1134940	0.0026170	0.0001773	0.0208897	0.0587794	0.2265826	0.1305769
168170	0.8382852	0.1453393	0.1093154	0.0651572	0.0424407	0.0851595	0.0023988	0.0001306	0.0240048	0.1693488	0.2057503	0.3848758
168180	0.7231175	0.1361906	0.0782790	0.0611800	0.0221305	0.0189420	0.0020669	0.0001504	0.0266880	0.1665158	0.0831071	0.3188324
168190	0.5243967	0.1267402	0.1044583	0.0607618	0.0448812	0.0235025	0.0025502	0.0001570	0.0196326	0.1076199	0.0674449	0.1545971
168200	0.9300194	0.1384312	0.0981118	0.0726631	0.0145598	0.0098777	0.0023755	0.0001591	0.0198590	0.2266398	0.2241408	0.3566212
168210	0.9300194	0.1342972	0.0984658	0.0726631	0.0357476	0.1032295	0.0031836	0.0001941	0.0246365	0.1094078	0.1681810	0.3043390
168220	0.5639379	0.1588168	0.0788468	0.0701791	0.0655763	0.1120286	0.0029659	0.0002529	0.0261895	0.1346274	0.0452269	0.2831564
168230	0.5639379	0.1322854	0.1308453	0.0694572	0.0667895	0.1120286	0.0026682	0.0002483	0.0257184	0.2000185	0.1040832	0.1251618
168240	0.3740246	0.1530264	0.1313372	0.0765973	0.0667895	0.1111429	0.0030221	0.0002684	0.0267488	0.1530382	0.0433865	0.4819519
168250	0.5545079	0.1435850	0.1204957	0.0688381	0.0667895	0.0059981	0.0032992	0.0002941	0.0266785	0.0792982	0.0706525	0.2150340
168260	0.5545079	0.1312650	0.1170709	0.0699717	0.0345438	0.0036998	0.0033359	0.0003595	0.0362320	0.0466669	0.1370075	0.3124897
168270	0.4210700	0.1256436	0.0895844	0.0700146	0.0345438	0.0701210	0.0036411	0.0002698	0.0342577	0.0288081	0.0523142	0.5775721
168280	0.2830189	0.1603491	0.1527357	0.0720222	0.0245704	0.0564911	0.0039701	0.0002430	0.0350397	0.0065040	0.0662753	0.2580349
168290	0.6934392	0.1573357	0.0768535	0.0699776	0.0491049	0.0380494	0.0043389	0.0002532	0.0296942	0.0082955	0.3583395	0.2166692
168300	0.4035029	0.1566769	0.1529741	0.0729628	0.0360125	0.1240165	0.0044014	0.0001835	0.0330786	0.0249400	0.0480072	0.2166692
168310	0.6187897	0.1463162	0.0880806	0.0609984	0.0250827	0.0769952	0.0039630	0.0002272	0.0339670	0.0400109	0.1070139	0.1259974
168320	0.5278274	0.1334467	0.0992958	0.0811241	0.0624906	0.1175204	0.0047616	0.0002176	0.0340991	0.1590282	0.2056252	0.1259974
168330	0.9125269	0.1220081	0.0994102	0.0744966	0.0624906	0.0640537	0.0041576	0.0002873	0.0431660	0.0876364	0.2374411	0.1787001
168340	0.5159940	0.1383737	0.0879531	0.0697565	0.0624906	0.0363617	0.0038705	0.0001941	0.0393154	0.0265417	0.0711703	0.1147434
168350	0.6339790	0.1503870	0.1230602	0.0639105	0.0358203	0.1158389	0.0030810	0.0001502	0.0418307	0.1168919	0.0643936	0.1147434
168360	0.1599850	0.1467284	0.1008984	0.0666972	0.0418407	0.0847938	0.0036504	0.0001584	0.0497348	0.0124028	0.0632804	0.0460607
168370	0.1489886	0.1269086	0.0901102	0.0702644	0.0393971	0.0402975	0.0034296	0.0001280	0.0417736	0.0027813	0.1185800	0.1633233
168380	0.5051060	0.1560439	0.0622496	0.0585640	0.0393971	0.1550827	0.0034296	0.0000745	0.0420736	0.0034742	0.2017517	0.1065373
168390	0.5656849	0.1512476	0.1054759	0.0680688	0.0119875	0.0995067	0.0034296	0.0000916	0.0530425	0.0015070	0.9925539	0.1460846
168400	0.5656849	0.1268916	0.0777753	0.0749060	0.0207042	0.0238104	0.0034296	0.0001025	0.0430982	0.0027771	0.3400715	0.1149306
168410	0.8717855	0.1534853	0.0974612	0.0636307	0.0200683	0.0452439	0.0033953	0.0000892	0.0545122	0.0039784	0.5456539	0.3367152
168420	0.2795662	0.1350789	0.1033610	0.0602250	0.0494331	0.0564019	0.0031878	0.0000857	0.0582018	0.0594814	0.6998428	0.3246742
168430	0.5464243	0.1368315	0.1015738	0.0618936	0.0352808	0.1302447	0.0035082	0.0000907	0.0548070	0.0441416	0.1489478	0.0826445
168440	0.9475893	0.1232364	0.1148396	0.0648962	0.0352808	0.0260432	0.0038844	0.0001407	0.0522549	0.0749207	0.4432331	0.0547777
168450	0.9475893	0.1313869	0.0969789	0.0625624	0.0004367	0.0779952	0.0033275	0.0001449	0.0482604	0.0554470	0.4535188	0.0547777
168460	0.3355419	0.1582030	0.1060351	0.0649802	0.0123891	0.1004074	0.0037910	0.0001167	0.0562464	0.0743022	0.2452197	0.0418868
168470	0.3355419	0.1463189	0.0760277	0.0689647	0.0316874	0.0091741	0.0035707	0.0000766	0.0596836	0.0734832	0.1579053	0.0878495
168480	0.8656903	0.1374015	0.0967095	0.0654067	0.0456017	0.0117296	0.0034746	0.0001202	0.0642704	0.2466052	0.2155122	0.0464429
168490	0.8656903	0.1455291	0.0806018	0.0641882	0.0307419	0.0161484	0.0034528	0.0001297	0.0586151	0.0730329	0.1515045	0.1752535
168500	0.8656903	0.1495748	0.1071249	0.0725146	0.0367395	0.1398104	0.0029651	0.0001197	0.0593515	0.0551699	0.0878787	0.1752535
168510	0.8395688	0.1419912	0.0746601	0.0638491	0.0244296	0.0455824	0.0034814	0.0001538	0.0616953	0.1458642	0.0673146	0.2261834
168520	0.3763991	0.1566221	0.1221479	0.0760470	0.0294085	0.0972816	0.0034532	0.0001903	0.0570685	0.1239351	0.2801161	0.1574660
168530	1.0195612	0.1240105	0.1003356	0.0721569	0.0034703	0.0554318	0.0040980	0.0003078	0.0586884	0.0550888	0.2880104	0.1365434
168540	0.1589634	0.1451165	0.1011280	0.0725650	0.0642613	0.0372686	0.0039621	0.0003067	0.0506573	0.0258061	0.0325004	0.0123108
168550	0.9003096	0.1389482	0.1383914	0.0759774	0.0642613	0.0991408	0.0045895	0.0003407	0.0593521	0.0364696	0.0491810	0.0155705
168560	1.0489431	0.1479912	0.1313456	0.0791421	0.0262150	0.0374751	0.0045788	0.0004288	0.0574791	0.0692586	0.0365700	0.0142894
168570	0.2025751	0.1568084	0.1291578	0.0698425	0.0118214	0.1015356	0.0044364	0.0004356	0.0576925	0.0453619	0.0101087	0.0095607
168580	0.2779318	0.1253388	0.1243281	0.0608968	0.0452279	0.1015356	0.0051600	0.0004773	0.0596556	0.0640667	0.0169191	0.0226689
168590	0.6777602	0.1221261	0.0864240	0.0619789	0.0594567	0.0647393	0.0053490	0.0004898	0.0565871	0.1172328	0.0344595	0.0059289
168600	0.5864829	0.1492444	0.1165048	0.0791574	0.0012757	0.0511419	0.0059667	0.0005719	0.0526574	0.1290102	0.0467260	0.0507130
168610	0.2641368	0.1239779	0.0885851	0.0797049	0.0355494	0.1219996	0.0055796	0.0004863	0.0456597	0.3730970	0.0471954	0.1470617
168620	0.2709586	0.1600151	0.1474735	0.0683365	0.0001728	0.1173654	0.0072533	0.0004019	0.0464225	0.2105957	0.0975257	0.0698790
